id,关卡名称,关卡难度,关卡描述,关卡谜题类型,谜题参数,关卡房间数,房间链接关系,角色数和性别关系,时间点数,19:00,19:10,19:20,19:30,19:40,19:50
case_073,073 困难·绒盒秘密失窃案,hard,绒盒秘密中，C 发现重要物品不见了。只有单独与 C 共处一室的人才有机会下手。,theft,"[[""questions"",20],[""goal"",""是谁在哪个时间哪个地点偷窃了 C""],[""smartExpected"",16.2],[""minCandidates"",12],[""targetActor"",""C""]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",null,null,null,""N4"",null]",[],[],[],[],[]
case_074,074 困难·甜点失踪失窃案,hard,甜点失踪中，C 发现重要物品不见了。只有单独与 C 共处一室的人才有机会下手。,theft,"[[""questions"",20],[""goal"",""是谁在哪个时间哪个地点偷窃了 C""],[""smartExpected"",16.2],[""minCandidates"",12],[""targetActor"",""C""]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,null,null,""N1"",null,""N4""]",[],[],[],[],[]
case_075,075 困难·手套线索同行者,hard,手套线索后，有一名宾客整晚都没有真正落单。请找出这位始终与别人同房的人。,alwaysTogether,"[[""questions"",20],[""goal"",""谁在所有时间点都始终与别人待在同一房间""],[""smartExpected"",16.4],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N4"",""N4"",""N5"",null,null,null]",[],[],[],[],[]
case_076,076 困难·空杯证词同行者,hard,空杯证词后，有一名宾客整晚都没有真正落单。请找出这位始终与别人同房的人。,alwaysTogether,"[[""questions"",20],[""goal"",""谁在所有时间点都始终与别人待在同一房间""],[""smartExpected"",16.4],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,null,""N5"",""N5"",""N6"",null]",[],[],[],[],[]
case_077,077 困难·雨夜晚宴同行者,hard,雨夜晚宴后，有一名宾客整晚都没有真正落单。请找出这位始终与别人同房的人。,alwaysTogether,"[[""questions"",20],[""goal"",""谁在所有时间点都始终与别人待在同一房间""],[""smartExpected"",16.4],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,""N4"",null,""N5"",null,""N6""]",[],[],[],[],[]
case_078,078 困难·雨夜晚宴独处者,hard,雨夜晚宴后，侦探发现有一名宾客在所有事件中都独自待在房间里。,alwaysAlone,"[[""questions"",20],[""goal"",""这个人是谁""],[""smartExpected"",16.9],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,""N1"",null,null,""N6"",null]",[],[],[],[],[]
case_079,079 困难·玫瑰请柬独处者,hard,玫瑰请柬后，侦探发现有一名宾客在所有事件中都独自待在房间里。,alwaysAlone,"[[""questions"",20],[""goal"",""这个人是谁""],[""smartExpected"",16.9],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N2"",null,null,""N6"",null,null]",[],[],[],[],[]
case_080,080 困难·镜厅余影独处者,hard,镜厅余影后，侦探发现有一名宾客在所有事件中都独自待在房间里。,alwaysAlone,"[[""questions"",20],[""goal"",""这个人是谁""],[""smartExpected"",16.9],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,null,""N2"",null,""N1"",null]",[],[],[],[],[]
case_081,081 困难·香槟塔旁破坏狂,hard,香槟塔旁后，有人四处破坏。罪犯是唯一一个正好到访过 5 个地点的人。,visitCount,"[[""questions"",21],[""goal"",""罪犯是谁，他到过哪个房间 2 次，第二次到达该房间的时间是什么""],[""smartExpected"",17.1],[""minCandidates"",12],[""uniqueCount"",5],[""repeatedCount"",2]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,null,""N5"",""N4"",null,""N6""]",[],[],[],[],[]
case_082,082 困难·午夜回廊破坏狂,hard,午夜回廊后，有人四处破坏。罪犯是唯一一个正好到访过 5 个地点的人。,visitCount,"[[""questions"",21],[""goal"",""罪犯是谁，他到过哪个房间 2 次，第二次到达该房间的时间是什么""],[""smartExpected"",17.1],[""minCandidates"",12],[""uniqueCount"",5],[""repeatedCount"",2]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N4"",null,null,null,""N5"",""N6""]",[],[],[],[],[]
case_083,083 困难·窗边脚印破坏狂,hard,窗边脚印后，有人四处破坏。罪犯是唯一一个正好到访过 5 个地点的人。,visitCount,"[[""questions"",21],[""goal"",""罪犯是谁，他到过哪个房间 2 次，第二次到达该房间的时间是什么""],[""smartExpected"",17.1],[""minCandidates"",12],[""uniqueCount"",5],[""repeatedCount"",2]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N4"",null,""N6"",null,""N6"",null]",[],[],[],[],[]
case_084,084 困难·烛光证人珠宝大盗,hard,烛光证人里，珠宝被藏进一间空房。第一个进入者会拿走珠宝，独处相遇时珠宝会转移。,jewelTransfer,"[[""questions"",21],[""goal"",""19:50 时珠宝在谁身上以及这个人所在地点""],[""smartExpected"",17.4],[""minCandidates"",12],[""jewelRoom"",""N2""]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N4"",null,""N5"",null,""N5"",null]",[],[],[],[],[]
case_085,085 困难·蓝丝带珠宝大盗,hard,蓝丝带里，珠宝被藏进一间空房。第一个进入者会拿走珠宝，独处相遇时珠宝会转移。,jewelTransfer,"[[""questions"",21],[""goal"",""19:50 时珠宝在谁身上以及这个人所在地点""],[""smartExpected"",17.4],[""minCandidates"",12],[""jewelRoom"",""N5""]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N2"",null,""N2"",null,""N2"",null]",[],[],[],[],[]
case_086,086 困难·手套线索珠宝大盗,hard,手套线索里，珠宝被藏进一间空房。第一个进入者会拿走珠宝，独处相遇时珠宝会转移。,jewelTransfer,"[[""questions"",21],[""goal"",""19:50 时珠宝在谁身上以及这个人所在地点""],[""smartExpected"",17.4],[""minCandidates"",12],[""jewelRoom"",""N5""]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,null,null,""N4"",""N4"",""N2""]",[],[],[],[],[]
case_087,087 困难·空杯证词珠宝大盗,hard,空杯证词里，珠宝被藏进一间空房。第一个进入者会拿走珠宝，独处相遇时珠宝会转移。,jewelTransfer,"[[""questions"",21],[""goal"",""19:50 时珠宝在谁身上以及这个人所在地点""],[""smartExpected"",17.4],[""minCandidates"",12],[""jewelRoom"",""N2""]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,null,""N3"",""N6"",null,""N5""]",[],[],[],[],[]
case_088,088 困难·银匙疑云同行者,hard,银匙疑云后，有一名宾客整晚都没有真正落单。请找出这位始终与别人同房的人。,alwaysTogether,"[[""questions"",21],[""goal"",""谁在所有时间点都始终与别人待在同一房间""],[""smartExpected"",17.6],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,""N4"",""N5"",null,null,null]",[],[],[],[],[]
case_089,089 困难·午夜回廊诅咒恋人,hard,午夜回廊流传着一段传闻：有一对男女整晚都没能在同一房间相遇。,neverMeetPair,"[[""questions"",22],[""goal"",""哪一男一女从未在同一时间出现在同一地点""],[""smartExpected"",18.1],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,""N1"",""N5"",""N1"",null,null]",[],[],[],[],[]
case_090,090 困难·窗边脚印诅咒恋人,hard,窗边脚印流传着一段传闻：有一对男女整晚都没能在同一房间相遇。,neverMeetPair,"[[""questions"",22],[""goal"",""哪一男一女从未在同一时间出现在同一地点""],[""smartExpected"",18.1],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,""N1"",null,null,""N5"",""N5""]",[],[],[],[],[]
case_091,091 困难·花房低语诅咒恋人,hard,花房低语流传着一段传闻：有一对男女整晚都没能在同一房间相遇。,neverMeetPair,"[[""questions"",22],[""goal"",""哪一男一女从未在同一时间出现在同一地点""],[""smartExpected"",18.1],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,null,null,""N1"",""N5"",""N5""]",[],[],[],[],[]
case_092,092 困难·镜厅余影破坏狂,hard,镜厅余影后，有人四处破坏。罪犯是唯一一个正好到访过 5 个地点的人。,visitCount,"[[""questions"",22],[""goal"",""罪犯是谁，他到过哪个房间 2 次，第二次到达该房间的时间是什么""],[""smartExpected"",18.4],[""minCandidates"",12],[""uniqueCount"",5],[""repeatedCount"",2]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,null,""N5"",""N4"",null,null]",[],[],[],[],[]
case_093,093 困难·甜点失踪破坏狂,hard,甜点失踪后，有人四处破坏。罪犯是唯一一个正好到访过 5 个地点的人。,visitCount,"[[""questions"",22],[""goal"",""罪犯是谁，他到过哪个房间 2 次，第二次到达该房间的时间是什么""],[""smartExpected"",18.4],[""minCandidates"",12],[""uniqueCount"",5],[""repeatedCount"",2]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,null,null,null,""N3"",""N4""]",[],[],[],[],[]
case_094,094 困难·钟声之后合谋爆炸案,hard,钟声之后的最后一刻发生爆炸。安装炸弹的是一男一女，且只有他俩单独在场时才能安装。,bomb,"[[""questions"",22],[""goal"",""爆炸地点是什么，谁被炸死，安装炸弹的人是谁""],[""smartExpected"",18.8],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,null,null,""N4"",""N5"",""N6""]",[],[],[],[],[]
case_095,095 困难·烛光证人合谋爆炸案,hard,烛光证人的最后一刻发生爆炸。安装炸弹的是一男一女，且只有他俩单独在场时才能安装。,bomb,"[[""questions"",22],[""goal"",""爆炸地点是什么，谁被炸死，安装炸弹的人是谁""],[""smartExpected"",18.8],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",null,""N2"",null,""N4"",null]",[],[],[],[],[]
case_096,096 困难·蓝丝带合谋爆炸案,hard,蓝丝带的最后一刻发生爆炸。安装炸弹的是一男一女，且只有他俩单独在场时才能安装。,bomb,"[[""questions"",22],[""goal"",""爆炸地点是什么，谁被炸死，安装炸弹的人是谁""],[""smartExpected"",18.8],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,null,""N2"",""N5"",null,""N5""]",[],[],[],[],[]
case_097,097 困难·甜点失踪诅咒恋人,hard,甜点失踪流传着一段传闻：有一对男女整晚都没能在同一房间相遇。,neverMeetPair,"[[""questions"",23],[""goal"",""哪一男一女从未在同一时间出现在同一地点""],[""smartExpected"",19.5],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,""N5"",null,null,null,""N5""]",[],[],[],[],[]
case_098,098 困难·钟声之后诅咒恋人,hard,钟声之后流传着一段传闻：有一对男女整晚都没能在同一房间相遇。,neverMeetPair,"[[""questions"",23],[""goal"",""哪一男一女从未在同一时间出现在同一地点""],[""smartExpected"",19.5],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,null,null,""N1"",null,""N3""]",[],[],[],[],[]
case_099,099 困难·窗边脚印合谋爆炸案,hard,窗边脚印的最后一刻发生爆炸。安装炸弹的是一男一女，且只有他俩单独在场时才能安装。,bomb,"[[""questions"",24],[""goal"",""爆炸地点是什么，谁被炸死，安装炸弹的人是谁""],[""smartExpected"",20.2],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,null,""N3"",null,""N5"",null]",[],[],[],[],[]
case_100,100 困难·花房低语合谋爆炸案,hard,花房低语的最后一刻发生爆炸。安装炸弹的是一男一女，且只有他俩单独在场时才能安装。,bomb,"[[""questions"",24],[""goal"",""爆炸地点是什么，谁被炸死，安装炸弹的人是谁""],[""smartExpected"",20.2],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,""N1"",null,null,null,""N6""]",[],[],[],[],[]
